name	type	x	y	z
S1	source	168.2228538276017	122.249699326822	7.401610387265848
S2	source	168.2228538276017	140.6344756376722	7.401610387265848
S3	source	168.2228538276017	159.0192519485225	7.401610387265848
S4	source	142.7335659621857	122.249699326822	0.454713132240542
S5	source	142.7335659621857	140.6344756376722	0.454713132240542
S6	source	142.7335659621857	159.0192519485225	0.454713132240542
S7	source	117.8962547300465	122.249699326822	-1.845162204977186
S8	source	117.8962547300465	140.6344756376722	-1.845162204977186
S9	source	117.8962547300465	159.0192519485225	-1.845162204977186
S10	source	94.4234479864502	122.249699326822	0.2387222664995363
S11	source	94.4234479864502	140.6344756376722	0.2387222664995363
S12	source	94.4234479864502	159.0192519485225	0.2387222664995363
S13	source	72.97347792671135	122.249699326822	6.343088499418968
S14	source	72.97347792671135	140.6344756376722	6.343088499418968
S15	source	72.97347792671135	159.0192519485225	6.343088499418968
S16	source	54.13719896358241	122.249699326822	16.01386229999618
S17	source	54.13719896358241	140.6344756376722	16.01386229999618
S18	source	54.13719896358241	159.0192519485225	16.01386229999618
S19	source	38.42613362944392	122.249699326822	28.7170887487159
S20	source	38.42613362944392	140.6344756376722	28.7170887487159
S21	source	38.42613362944392	159.0192519485225	28.7170887487159
S22	source	26.26225640851532	122.249699326822	43.85133431333841
S23	source	26.26225640851532	140.6344756376722	43.85133431333841
S24	source	26.26225640851532	159.0192519485225	43.85133431333841
S25	source	26.26225640851532	122.249699326822	132.0084678071954
S26	source	26.26225640851532	140.6344756376722	132.0084678071954
S27	source	26.26225640851532	159.0192519485225	132.0084678071954
S28	source	38.42613362944392	122.249699326822	147.142713371818
S29	source	38.42613362944392	140.6344756376722	147.142713371818
S30	source	38.42613362944392	159.0192519485225	147.142713371818
S31	source	54.13719896358241	122.249699326822	159.8459398205377
S32	source	54.13719896358241	140.6344756376722	159.8459398205377
S33	source	54.13719896358241	159.0192519485225	159.8459398205377
S34	source	72.97347792671135	122.249699326822	169.5167136211149
S35	source	72.97347792671135	140.6344756376722	169.5167136211149
S36	source	72.97347792671135	159.0192519485225	169.5167136211149
S37	source	94.4234479864502	122.249699326822	175.6210798540343
S38	source	94.4234479864502	140.6344756376722	175.6210798540343
S39	source	94.4234479864502	159.0192519485225	175.6210798540343
S40	source	117.8962547300465	122.249699326822	177.704964325511
S41	source	117.8962547300465	140.6344756376722	177.704964325511
S42	source	117.8962547300465	159.0192519485225	177.704964325511
S43	source	142.7335659621857	122.249699326822	175.4050889882933
S44	source	142.7335659621857	140.6344756376722	175.4050889882933
S45	source	142.7335659621857	159.0192519485225	175.4050889882933
S46	source	168.2228538276017	122.249699326822	168.458191733268
S47	source	168.2228538276017	140.6344756376722	168.458191733268
S48	source	168.2228538276017	159.0192519485225	168.458191733268
D1	detector	180.9780466032917	131.4420874822471	12.67076523183611
D2	detector	180.9780466032917	149.8268637930973	12.67076523183611
D3	detector	155.4429740860094	131.4420874822471	3.334951345816705
D4	detector	155.4429740860094	149.8268637930973	3.334951345816705
D5	detector	130.187774473044	131.4420874822471	-1.262088137489911
D6	detector	130.187774473044	149.8268637930973	-1.262088137489911
D7	detector	105.946710251606	131.4420874822471	-1.330729898094219
D8	detector	105.946710251606	149.8268637930973	-1.330729898094219
D9	detector	83.40695202965883	131.4420874822471	2.814716881874048
D10	detector	83.40695202965883	149.8268637930973	2.814716881874048
D11	detector	63.19466936662928	131.4420874822471	10.76431305666267
D12	detector	63.19466936662928	149.8268637930973	10.76431305666267
D13	detector	45.86243471757027	131.4420874822471	22.0225815113691
D14	detector	45.86243471757027	149.8268637930973	22.0225815113691
D15	detector	31.87816382408555	131.4420874822471	36.02019371826365
D16	detector	31.87816382408555	149.8268637930973	36.02019371826365
D17	detector	21.615788159577	131.4420874822471	52.12702877916207
D18	detector	21.615788159577	131.4420874822471	123.7327733413718
D19	detector	31.87816382408555	131.4420874822471	139.8396084022702
D20	detector	31.87816382408555	149.8268637930973	139.8396084022702
D21	detector	45.86243471757027	131.4420874822471	153.8372206091648
D22	detector	45.86243471757027	149.8268637930973	153.8372206091648
D23	detector	63.19466936662928	131.4420874822471	165.0954890638712
D24	detector	63.19466936662928	149.8268637930973	165.0954890638712
D25	detector	83.40695202965883	131.4420874822471	173.0450852386598
D26	detector	83.40695202965883	149.8268637930973	173.0450852386598
D27	detector	105.946710251606	131.4420874822471	177.1905320186281
D28	detector	105.946710251606	149.8268637930973	177.1905320186281
D29	detector	130.187774473044	131.4420874822471	177.1218902580238
D30	detector	130.187774473044	149.8268637930973	177.1218902580238
D31	detector	155.4429740860094	131.4420874822471	172.5248507747172
D32	detector	155.4429740860094	149.8268637930973	172.5248507747172
D33	detector	180.9780466032917	131.4420874822471	163.1890368886977
D34	detector	180.9780466032917	149.8268637930973	163.1890368886977
